kilometraje,edad_motor_meses,horas_conduccion,temperatura_motor,falla_15_dias
126335,105,10.9,96.3,0
264166,36,8.6,86.8,0
193807,64,10.3,95.9,1
233905,37,1.2,107.0,1
252607,70,13.5,82.7,1
62912,110,13.9,106.8,1
71752,10,8.7,84.2,0
249737,114,10.1,113.8,1
28311,119,3.8,98.0,0
113765,62,5.9,88.4,0
117800,92,1.8,90.5,0
152797,65,7.3,83.9,1
97316,37,9.1,101.8,0
231473,69,2.8,96.2,0
232372,43,2.6,109.2,1
170996,119,7.2,92.5,1
181784,83,9.6,107.0,1
46414,98,10.3,81.7,0
253602,84,7.6,111.2,1
212489,105,13.9,113.5,1
222436,7,12.8,83.9,0
90593,105,6.9,112.0,1
228949,95,2.4,81.0,1
100170,105,6.2,87.6,0
75381,8,3.7,93.6,0
287648,103,1.6,92.2,1
100779,76,1.2,109.9,1
245861,47,3.7,104.7,1
158668,112,10.3,108.7,1
139797,18,9.6,85.9,0
172085,42,8.7,101.4,0
147557,60,2.3,90.9,0
240906,82,3.8,89.9,1
68291,57,5.7,102.9,0
27298,46,5.8,106.3,0
138047,36,3.5,100.3,0
27988,110,8.8,98.4,0
99552,7,8.5,92.6,0
104048,70,2.2,111.0,1
298147,51,9.5,95.0,0
74037,19,11.4,95.3,0
274775,78,2.1,114.6,1
240565,48,2.4,91.0,0
297505,117,12.7,88.3,1
54714,79,6.0,86.0,0
194251,55,4.4,91.3,0
259220,77,11.2,105.2,1
291654,17,2.6,93.4,0
149309,61,7.5,98.5,0
243368,66,5.5,91.7,1
251837,14,8.6,88.6,0
67915,107,6.7,93.9,0
34168,90,1.1,81.8,0
81862,71,6.4,98.3,0
142613,99,9.9,106.9,1
289144,107,8.2,108.1,1
101493,31,3.3,97.1,0
32891,83,1.7,80.3,0
232566,103,13.7,113.5,1
234073,11,12.6,101.2,0
118913,100,12.8,88.6,1
170497,67,2.4,85.9,0
69691,41,3.0,94.6,0
125677,31,5.9,85.4,0
57274,50,8.4,100.3,0
184697,75,11.7,115.0,1
181866,33,11.1,98.6,1
68809,34,1.0,104.0,0
103250,119,9.7,107.0,1
83154,33,8.9,110.9,0
35953,87,2.3,113.9,1
171160,51,9.8,86.0,0
82063,30,9.1,90.3,0
288005,109,8.6,91.0,0
268115,68,11.3,104.3,1
251693,48,9.9,113.7,1
128759,36,7.5,113.3,1
70454,120,11.9,106.8,1
136458,42,5.5,104.8,1
113567,33,9.1,99.9,0
180228,7,8.2,85.9,0
114294,101,9.2,113.4,1
255001,76,11.0,96.4,1
160864,68,9.9,96.6,0
258357,78,1.3,83.9,1
43750,38,2.1,105.8,1
18856,94,5.2,89.5,0
16295,21,4.5,81.8,0
32441,78,12.6,104.4,1
112196,10,1.5,105.8,1
234838,20,9.2,110.7,1
285562,60,2.4,107.1,1
83046,29,13.7,111.0,1
113639,19,13.0,81.4,0
199243,52,1.6,107.1,1
65407,100,11.9,110.5,1
213926,95,4.3,95.2,1
77983,16,5.5,106.8,0
139518,62,4.5,101.9,0
50151,79,2.4,99.5,0
56504,29,9.2,111.0,0
145616,8,3.0,87.6,0
155983,73,7.9,87.6,1
249683,96,9.5,107.1,1
212487,8,13.3,87.2,1
20168,56,13.7,85.0,0
72491,77,6.1,99.1,0
276542,52,11.7,94.7,0
165456,103,8.1,114.9,1
190292,109,12.4,96.0,1
267528,53,4.3,106.0,1
29487,14,4.9,111.5,0
42437,15,11.5,98.2,0
219485,34,11.1,96.5,1
41247,113,5.0,98.1,0
248005,24,8.1,96.2,0
260880,65,3.1,103.8,1
264438,12,12.4,109.9,1
21472,33,13.7,96.9,0
167648,17,8.6,85.1,0
42627,65,4.0,91.6,0
213422,17,1.9,93.4,0
210710,32,6.6,100.1,0
290570,73,8.0,106.0,1
284851,104,9.1,101.6,1
70297,74,4.6,101.2,0
32769,99,5.9,107.9,1
58766,20,4.2,103.2,0
192052,105,7.6,104.1,1
141248,45,4.4,107.8,0
98497,28,3.7,101.0,0
186047,8,1.5,114.7,1
218420,72,1.5,102.1,1
255808,9,7.5,92.1,0
33769,22,4.4,85.8,0
237061,101,1.9,100.5,0
24129,14,6.4,105.6,1
222671,75,8.6,96.8,1
164134,116,6.2,108.3,1
41803,114,12.8,97.5,0
226128,78,6.9,91.7,0
88656,38,7.5,96.2,0
63449,76,11.8,91.5,0
119964,84,3.3,110.1,1
118714,93,7.3,96.4,0
176418,53,1.6,82.7,0
287726,100,4.8,106.6,1
249305,48,3.2,86.8,0
146439,110,12.4,96.8,0
72057,48,12.8,92.1,0
229869,72,2.9,85.5,0
124151,11,13.7,101.7,0
240550,28,3.6,86.0,0
51919,100,9.2,107.0,1
62629,55,3.9,103.9,0
55809,118,11.7,94.5,1
299344,70,13.7,104.9,1
210024,64,9.9,114.4,1
33491,57,4.5,104.1,1
152328,19,6.6,85.3,0
202659,99,5.5,106.1,1
271875,105,10.0,104.1,1
66527,34,12.1,81.8,0
266641,13,5.0,96.6,0
77655,44,6.6,99.0,0
77439,15,4.0,85.6,0
182927,41,9.3,110.6,1
205126,99,9.0,89.9,0
166963,106,2.4,100.2,1
116572,56,1.0,104.1,0
264844,43,6.0,99.3,0
285434,73,5.8,98.5,1
193259,90,6.1,87.3,0
201995,30,7.6,113.8,1
278612,69,4.0,106.2,1
73493,104,4.5,114.7,1
298172,113,3.8,106.5,1
77500,32,5.3,108.5,1
74940,68,8.1,91.8,0
237958,40,9.0,92.3,0
13547,118,5.2,103.2,1
142957,67,4.3,105.8,1
89713,54,4.6,107.0,0
223755,43,13.4,106.7,1
79449,69,14.0,100.7,0
142645,8,8.9,87.8,0
141093,39,4.0,95.5,0
185736,101,10.2,91.0,1
52638,84,1.9,110.6,1
35003,113,6.1,97.3,0
154458,116,8.5,107.0,1
53492,60,1.3,94.1,0
62624,116,5.2,98.3,0
55954,22,8.2,89.6,0
214495,103,3.6,98.1,0
187484,9,7.6,87.1,0
266843,23,6.9,87.1,0
76000,48,12.9,106.5,1
170097,116,8.8,108.1,1
233445,105,6.0,95.6,1
266074,42,6.8,107.6,1
49948,15,8.1,114.0,1
200979,99,13.4,82.8,1
173002,119,11.6,89.1,1
293222,16,12.9,86.3,0
55650,114,3.6,90.7,0
272473,56,6.8,88.7,0
52051,87,2.8,88.5,0
187720,68,10.7,94.3,1
226953,82,5.3,85.2,0
258916,50,9.9,111.7,1
123987,73,3.3,87.3,0
115501,55,5.8,97.5,0
76527,76,7.3,90.7,0
215594,29,10.1,108.4,1
210675,9,11.7,105.5,1
219029,115,6.9,107.5,1
65420,52,3.9,95.6,0
22759,39,9.8,109.5,0
283637,104,1.1,88.6,0
283223,36,8.2,83.9,0
216074,79,8.7,84.2,0
168920,105,12.4,102.5,1
228926,51,1.7,87.7,0
113193,42,6.1,81.5,0
285177,39,1.0,85.5,0
158825,83,11.0,83.7,1
279823,26,13.8,89.0,0
139201,81,13.4,100.1,0
24143,98,10.0,80.5,0
161758,74,6.7,80.8,0
212263,25,3.0,98.9,0
240354,89,11.7,97.6,1
269288,78,7.2,85.9,1
61285,48,12.3,92.1,0
69439,16,4.8,81.7,0
230595,105,10.3,103.4,1
259181,82,3.4,95.6,0
44517,60,1.9,109.5,0
168880,76,6.1,89.2,0
136561,80,3.1,109.5,1
142315,57,11.7,114.6,1
75035,83,7.4,88.2,0
235161,97,12.5,114.0,1
186970,79,4.2,98.1,0
127937,81,1.8,81.8,0
243129,90,1.2,115.0,1
176430,64,3.8,97.6,0
34613,15,12.4,88.1,0
171160,116,7.1,81.3,0
136112,18,1.3,80.9,0
81991,108,10.5,112.9,1
231032,13,13.7,94.9,1
52837,17,2.3,86.7,0
214215,61,10.6,88.0,1
163816,73,5.4,97.7,1
154572,98,6.7,104.0,1
243543,81,3.4,95.7,0
92547,65,3.6,113.6,1
277060,29,2.9,84.0,0
36832,47,7.9,83.1,0
203830,97,7.0,101.0,1
65672,68,7.1,110.8,1
125902,20,10.5,114.6,1
233234,106,1.2,83.2,0
29840,81,13.8,106.6,1
214668,19,1.1,95.4,0
242692,116,3.2,101.9,0
97687,101,13.8,98.3,1
90301,98,10.1,88.4,1
240350,105,11.0,93.7,1
57670,15,13.2,99.3,0
126429,60,13.3,89.3,0
281333,114,7.2,105.3,1
20886,110,4.1,98.4,0
166162,46,12.6,81.9,1
78413,29,4.1,109.2,1
205867,52,4.7,99.4,0
115542,65,3.0,100.1,0
158726,6,7.3,110.8,1
185459,42,2.9,89.4,0
25616,31,4.6,102.4,0
108637,77,6.3,103.0,1
167993,25,9.8,94.2,0
189357,77,11.3,92.2,1
94922,110,6.3,106.6,1
236296,40,11.8,89.1,0
218103,38,1.6,90.1,0
85249,63,13.9,80.1,1
233490,110,12.9,84.7,1
264994,84,4.1,94.9,0
243085,116,3.7,100.8,0
229309,115,10.4,104.3,1
285877,71,13.3,104.6,1
205841,51,9.8,84.5,0
237359,23,3.8,99.3,0
175784,106,8.6,113.5,1
272131,97,6.6,105.0,1
202852,87,2.6,94.2,0
265428,48,10.9,82.4,0
84167,112,8.5,85.8,0
18497,47,4.5,100.7,0
96695,63,12.8,85.4,1
163734,22,5.0,114.6,1
250871,116,7.6,90.4,0
22144,103,9.2,91.4,0
193117,38,3.5,93.1,0
86423,22,4.5,105.4,1
81851,80,1.3,81.1,0
69284,31,1.7,112.7,0
229865,10,10.8,102.8,1
82539,6,9.8,92.7,0
103732,92,3.6,111.7,1
132414,21,3.0,90.7,0
68645,99,1.7,104.1,1
169691,19,10.3,112.0,1
151658,39,9.6,85.2,0
33976,111,12.8,93.6,1
258685,56,4.5,100.8,0
234832,112,1.4,111.1,1
82379,99,10.8,88.4,1
265051,71,7.0,83.8,0
204767,36,7.1,112.9,1
81047,98,6.4,110.1,1
259995,16,11.1,104.2,1
125911,102,12.4,113.6,1
174541,97,1.6,89.4,0
82586,17,10.1,81.1,0
104264,71,13.8,83.2,1
270892,63,11.2,101.8,1
196988,93,4.1,108.2,1
155665,54,13.0,110.5,1
235062,26,11.4,92.0,0
74611,116,1.6,94.7,0
23654,58,6.4,93.8,0
205645,85,1.9,112.2,1
166668,89,6.3,103.7,1
252727,39,7.5,84.9,0
128058,98,10.9,102.3,1
67189,27,8.5,110.8,0
291113,14,2.0,99.1,0
183200,66,13.4,90.6,1
167143,77,4.7,93.0,0
28894,36,7.8,108.6,0
139660,97,5.8,82.8,0
178664,45,2.7,85.0,0
68171,79,6.8,101.1,0
187790,74,7.1,81.5,1
263001,38,5.6,94.7,0
187056,76,3.0,104.9,1
40761,39,11.6,100.3,0
221849,103,9.0,97.6,0
117753,31,5.5,110.1,1
103766,60,1.1,108.3,1
254006,50,9.7,87.3,0
210302,106,11.3,109.7,1
297509,44,2.7,100.9,0
120450,64,4.7,94.9,0
65860,119,12.9,99.4,1
14608,110,6.6,110.8,1
255413,119,5.2,103.6,1
229495,67,4.7,114.2,1
135641,84,7.7,101.1,0
64301,112,11.6,101.6,1
253278,21,6.6,108.7,1
135814,105,3.0,96.4,0
44083,26,8.9,84.4,0
90208,47,9.8,112.2,1
127116,112,7.7,91.9,0
285501,107,4.0,89.3,0
139779,38,10.1,102.0,0
131074,71,6.8,103.2,1
106009,63,5.2,106.5,1
224171,103,12.1,108.3,1
82100,48,4.2,90.2,0
60782,105,6.3,89.9,0
177860,55,6.4,98.6,0
202290,49,7.4,81.4,0
299091,82,1.2,97.3,1
56441,29,2.6,100.5,0
270997,80,3.5,90.5,1
22144,106,12.7,99.4,1
213784,70,6.4,108.2,1
129277,51,9.0,113.7,0
278579,68,3.1,110.7,1
27620,93,5.7,88.1,0
128938,34,12.2,108.1,1
50063,109,5.6,83.2,0
256931,48,12.6,98.0,0
263980,111,2.1,98.2,0
183262,89,12.8,81.9,1
246461,84,8.5,98.9,0
264118,33,3.5,90.5,0
135338,15,1.9,84.1,0
180186,12,10.9,96.6,1
279755,104,2.2,101.3,1
162868,10,2.2,100.0,0
149944,41,11.4,91.9,0
149737,111,9.1,111.6,1
177409,109,6.5,104.8,1
293008,12,13.9,99.3,0
140370,65,5.1,111.5,1
218834,24,7.8,80.1,0
179088,89,6.0,109.9,1
197677,15,8.2,111.8,1
166901,52,10.5,113.6,1
138990,66,5.2,92.9,0
26453,16,9.6,90.7,0
244983,58,3.5,108.0,1
168912,73,4.8,96.5,1
292925,84,12.2,99.0,1
129928,92,11.6,98.0,0
107734,83,13.2,113.8,1
210017,9,7.7,112.1,1
117936,106,7.1,83.0,0
58594,50,10.1,94.2,0
46424,31,5.7,111.0,1
231178,94,11.9,85.2,1
11858,89,4.6,102.0,0
109504,59,8.9,80.5,0
227864,62,11.0,113.0,1
230314,80,11.4,98.6,1
132555,36,9.3,81.0,0
119604,84,8.0,92.6,0
283311,96,9.5,90.2,0
186876,78,2.2,109.5,1
74745,75,11.5,101.2,1
271742,86,8.3,89.7,0
66206,31,6.9,85.1,0
71336,6,9.7,86.1,0
129043,45,9.6,80.1,0
151927,80,11.2,82.1,1
50101,116,11.5,95.7,1
70977,101,4.6,98.2,0
298514,40,3.9,92.1,0
216258,97,7.2,111.7,1
97584,91,10.9,102.8,1
81359,95,7.0,102.2,1
10805,23,8.6,88.7,0
96767,32,6.4,85.2,0
150962,108,7.4,97.0,1
82713,76,4.9,82.2,0
62845,117,8.6,84.3,0
255980,115,4.7,102.1,1
26082,28,1.1,99.0,0
53066,37,11.3,93.9,0
223348,81,9.0,100.9,1
97386,86,5.9,92.3,0
11962,83,9.8,95.8,0
141272,69,11.0,109.4,1
40030,120,4.4,85.7,0
103211,103,11.1,113.4,1
131663,76,9.0,108.7,1
60096,24,10.0,99.0,0
156061,70,7.3,85.2,0
53392,24,4.7,92.4,0
55911,17,1.9,83.4,0
118903,29,5.2,93.4,0
173778,116,9.0,94.8,0
189166,31,9.8,81.4,0
282042,102,10.6,89.2,1
202117,39,7.3,112.8,1
164037,66,12.8,92.0,1
235131,16,8.6,105.3,1
111758,116,11.3,85.2,0
98962,83,1.5,107.8,1
93430,111,8.5,87.4,0
261300,103,12.4,107.7,1
286289,67,9.3,114.1,1
281154,63,10.3,104.4,1
80247,61,2.3,92.0,0
195049,16,13.5,112.1,1
266780,34,12.3,102.3,1
74797,83,10.4,80.6,0
174527,89,9.7,84.3,1
119379,42,5.6,85.2,0
196026,23,1.8,96.8,0
29657,99,10.3,81.4,0
195808,39,3.3,97.2,0
187805,23,8.8,103.8,1
217081,117,1.9,98.2,0
119709,15,6.1,95.1,0
119971,111,3.5,90.3,0
249382,117,8.9,89.2,1
19304,74,7.3,102.9,1
190860,115,5.4,106.1,1
239990,13,10.7,91.4,0
11521,10,11.0,106.7,1
264987,27,12.1,95.1,0
169197,14,7.0,94.7,0
238603,32,12.6,92.0,1
261387,53,1.1,104.3,1
255972,50,3.0,105.7,1
75620,19,13.1,113.8,1
24527,72,5.7,89.9,0
217519,55,11.9,87.5,0
124521,11,3.5,82.5,0
254480,87,12.2,107.9,1
290426,112,6.3,101.3,0
126715,88,10.5,91.4,0
31231,66,6.4,89.5,0
205681,56,11.6,97.5,0
85394,107,12.8,105.2,1
235694,94,7.0,97.4,0
218675,27,7.0,94.0,0
145494,112,13.9,85.2,0
141647,12,10.3,104.5,1
182815,12,11.9,88.7,0
246514,31,4.9,109.2,1
192909,94,2.7,93.5,0
253720,113,4.3,110.6,1
204416,19,4.3,92.7,0
38641,83,4.1,81.5,0
20954,7,6.4,83.0,0
11358,115,2.1,88.1,0
259642,38,8.9,87.2,0
297168,56,10.6,90.7,0
216537,82,10.0,100.4,1
202918,29,9.6,96.5,0
102588,43,11.9,113.6,1
256453,71,1.6,114.8,1
39667,70,8.1,98.4,0
289408,101,13.7,103.9,1
119145,12,10.6,80.2,0
227077,38,1.2,112.6,1
278372,118,6.9,91.2,1
193646,23,6.2,100.7,0
68335,54,2.6,103.4,1
133858,91,8.1,111.2,1
225672,117,2.2,107.3,1
184447,73,10.2,106.7,1
171218,116,7.4,111.9,1
159836,31,10.7,80.8,1
267846,69,8.6,86.6,0
197001,28,10.7,95.4,1
279216,59,3.2,93.8,0
291565,51,13.9,81.8,1
276255,20,5.0,93.6,0
123961,17,10.9,99.4,0
89625,108,6.2,86.0,0
281248,111,10.3,86.2,1
58401,71,4.2,97.3,0
148354,80,7.3,87.5,0
115954,80,3.7,105.7,1
98838,61,9.4,98.0,0
284190,32,7.7,90.1,0
67688,78,1.8,84.7,0
147240,75,2.4,100.3,0
83905,26,12.6,104.3,1
259924,56,4.6,88.8,0
296004,105,10.9,113.4,1
33767,117,12.6,107.0,1
120971,110,10.1,104.7,1
94442,87,2.4,109.4,1
229540,115,7.4,81.0,1
153403,7,3.9,92.2,0
125379,84,2.3,84.9,0
24177,8,7.5,89.2,0
49562,83,12.5,86.0,1
38509,25,12.2,92.2,0
275285,31,11.7,102.2,1
30033,90,4.2,106.3,1
199523,70,5.2,107.4,1
151719,10,10.8,106.5,1
253699,45,2.6,100.8,0
251340,36,12.6,113.1,1
31094,73,3.1,101.8,0
32806,99,13.6,110.5,1
269067,83,9.4,109.9,1
211568,89,1.9,104.7,1
54367,29,8.8,97.0,0
224497,7,3.2,104.6,1
274942,51,1.4,82.4,0
185202,55,1.1,84.8,0
96134,8,9.8,82.6,0
155283,119,11.7,114.7,1
68240,103,6.7,88.9,0
166575,54,12.3,113.9,1
15886,56,8.3,102.6,1
162581,19,5.1,82.7,0
106191,81,2.0,98.8,0
298645,73,4.7,102.8,1
166906,42,9.9,87.9,0
226549,31,14.0,84.2,0
200606,75,10.3,88.6,1
204480,96,3.5,107.6,1
23781,31,8.0,98.7,0
132479,61,6.6,91.4,0
266553,86,11.5,114.6,1
10999,74,2.4,90.4,0
216411,74,10.9,81.8,1
153718,59,5.8,110.0,1
105755,96,4.2,110.9,1
102626,47,13.9,85.9,0
103821,86,4.7,84.5,0
16767,102,11.1,90.8,0
114675,72,8.4,109.1,1
186501,50,5.8,87.1,0
186649,75,9.4,105.3,1
299430,29,5.2,111.9,1
179105,50,13.7,114.9,1
293198,59,1.7,105.6,1
166824,87,7.7,109.5,1
251507,15,3.3,109.3,1
115894,120,1.3,107.9,1
96950,64,6.3,95.2,0
211132,6,13.0,84.7,0
212961,77,8.8,98.9,1
186153,51,13.7,110.8,1
197869,10,3.8,81.4,0
78102,19,6.9,103.1,1
297187,70,7.4,105.8,1
202794,94,9.8,80.2,1
164917,28,7.0,93.1,0
90437,95,3.6,106.4,1
173968,36,8.6,83.1,0
224790,68,11.1,110.3,1
199582,35,11.9,114.4,1
165893,78,9.5,83.6,1
144202,79,9.6,101.1,0
42577,109,3.6,92.2,0
165295,90,7.9,97.1,1
116439,62,2.1,109.7,1
226647,44,7.5,110.4,1
272569,96,12.0,104.5,1
286024,58,4.6,82.4,0
111096,67,7.2,90.3,0
236895,44,1.3,91.0,0
267578,105,3.2,98.7,1
191113,20,8.3,101.5,0
87308,96,10.2,85.6,1
237767,66,8.2,82.1,1
126639,91,8.9,108.0,1
195416,97,2.0,91.2,0
130715,23,13.0,112.1,1
241040,39,4.1,104.6,1
272521,117,4.0,84.8,1
236354,33,5.6,95.4,0
176451,44,8.3,95.1,0
281272,52,13.7,107.4,1
226331,16,7.7,113.3,1
117572,55,2.8,92.0,0
27667,76,4.8,98.2,0
144722,34,11.5,86.6,0
21926,98,11.5,108.4,1
180625,102,8.9,101.0,1
169544,112,11.2,97.7,1
170029,60,3.8,94.2,0
122998,112,4.4,113.6,1
282300,89,4.5,96.5,1
36949,87,9.5,85.2,0
119497,51,8.2,102.4,0
60824,54,13.4,94.0,0
243934,34,10.5,110.9,1
112258,38,9.9,92.5,0
134128,47,3.4,107.7,1
46758,120,9.1,95.7,0
246974,49,13.2,108.5,1
294571,94,4.6,114.7,1
262541,13,3.6,83.6,0
128368,42,8.8,102.1,0
47156,107,11.3,113.4,1
216244,33,10.1,104.4,1
135404,66,7.5,97.5,0
219889,111,13.8,82.7,1
171062,51,12.7,111.6,1
132754,54,2.9,112.6,1
73066,22,1.3,110.6,1
81870,73,3.9,103.5,1
215999,66,12.3,96.7,1
266543,77,12.8,93.4,1
242420,89,1.4,108.2,1
200300,58,8.8,102.1,1
109022,33,9.9,107.0,1
151356,37,13.2,80.9,0
142566,114,4.9,89.5,0
156511,115,5.0,95.6,1
110366,114,4.1,113.8,1
12391,96,7.8,104.2,1
139099,109,2.4,110.2,1
214200,107,5.7,97.3,1
48723,47,1.4,86.3,0
16249,71,2.4,82.7,0
166804,98,12.9,81.9,1
33980,11,12.0,102.3,1
60981,111,1.3,91.5,0
285777,25,5.1,106.5,1
84931,59,4.1,111.0,1
234038,20,5.1,96.4,0
79766,43,9.6,84.4,0
100106,13,10.4,86.0,0
158123,62,12.4,87.2,1
122276,7,4.8,105.2,1
14068,58,11.1,93.4,0
201837,18,10.4,81.5,1
83238,96,13.5,89.6,1
196537,48,13.4,102.8,1
161648,34,12.0,106.2,1
288961,10,6.1,89.2,0
89952,54,5.6,112.6,1
259280,81,10.0,88.0,1
235070,78,12.1,98.4,1
250401,86,4.7,90.2,0
226993,64,11.7,86.5,1
242024,42,2.5,108.9,1
53835,76,12.6,86.0,1
151455,42,4.0,97.5,0
287516,66,1.2,100.2,1
140754,111,11.2,89.3,1
290985,58,8.0,107.8,1
192605,46,3.0,110.2,1
151780,87,8.6,86.9,1
12663,41,5.2,101.8,0
268255,65,11.2,95.5,1
221884,116,7.0,114.0,1
217095,24,8.4,91.5,0
20668,82,13.2,114.7,1
24796,47,6.4,102.6,0
127867,50,1.9,82.8,0
146314,34,2.8,102.0,0
168861,50,1.2,80.9,0
27711,79,2.7,111.3,1
299044,22,10.6,96.7,0
242369,20,11.5,110.2,1
150676,105,5.7,102.5,1
290876,67,13.2,105.8,1
72313,93,4.0,97.0,0
58391,117,13.9,86.4,0
274377,57,3.2,110.3,1
173975,48,1.7,98.4,0
220614,14,9.2,112.6,1
15065,64,11.2,104.6,1
294959,114,7.4,83.7,0
71892,120,3.4,97.0,0
105851,15,3.4,84.3,0
47878,81,4.9,103.4,1
44894,18,10.1,112.6,1
245526,34,13.6,108.1,1
166865,19,8.1,80.9,0
115941,28,11.1,104.7,1
284816,83,12.3,103.6,1
219915,38,13.3,95.2,1
221859,77,4.1,103.7,1
293661,38,4.3,91.3,0
208870,74,1.1,95.0,0
130788,107,2.7,96.4,0
115029,57,5.9,101.6,0
94303,67,8.1,112.4,1
29751,107,1.2,104.3,1
65460,105,1.2,113.1,1
150381,16,3.5,90.2,0
108071,84,2.2,101.7,0
226131,58,10.3,110.2,1
97242,120,13.2,106.4,1
163226,120,6.0,97.4,0
79291,77,11.8,81.7,1
285543,82,2.3,113.2,1
266038,93,8.2,86.3,0
73075,50,9.6,98.8,0
105031,87,11.2,84.3,0
128389,78,8.1,104.8,1
154405,55,2.0,85.9,0
270921,21,13.3,81.9,0
116247,105,1.5,101.3,0
90700,50,9.1,97.3,0
124840,28,13.8,113.5,1
271607,26,13.5,102.7,1
79594,104,1.5,90.6,0
265650,91,5.2,99.1,1
266787,60,6.6,82.0,0
81848,119,6.5,105.0,1
128337,35,13.9,81.0,0
111144,49,11.3,90.9,0
295258,93,7.7,92.1,0
288421,33,14.0,80.4,1
38925,28,9.2,111.2,1
144571,105,4.5,84.3,0
110564,105,3.6,113.8,1
36678,9,12.4,93.9,0
247249,18,6.4,109.7,1
106115,70,11.4,83.3,0
215297,97,7.8,114.2,1
153701,83,8.8,105.3,1
166579,81,10.0,84.6,1
282361,117,8.3,102.4,1
50217,11,14.0,92.7,0
277928,21,1.6,110.4,1
32317,50,8.4,92.7,0
17337,98,3.8,109.8,1
73640,58,5.7,100.1,0
19876,87,4.7,102.1,1
170547,85,1.7,93.9,0
270469,113,4.3,88.3,0
268593,71,2.0,103.2,1
290392,11,5.3,82.0,0
14311,62,11.1,110.1,1
188792,61,7.9,106.6,1
251019,18,10.5,101.2,0
55858,74,10.7,85.4,1
174049,51,13.4,95.6,0
71949,96,2.9,103.8,1
192484,55,8.7,103.9,1
82597,89,3.6,109.3,1
59033,25,1.4,111.4,0
95376,76,11.6,94.7,1
199783,74,8.6,84.5,0
140346,8,8.6,112.6,0
102917,97,3.1,110.3,1
187847,68,1.6,92.9,1
85203,102,3.3,106.3,1
198103,69,8.3,110.3,1
219041,10,12.0,111.3,1
90828,7,8.0,97.7,0
110959,64,3.1,82.5,0
107077,101,13.5,98.3,1
70991,58,12.2,97.2,0
41692,118,13.7,97.9,0
12651,99,14.0,113.2,1
74883,50,13.1,114.8,1
176854,83,10.9,83.4,1
129484,17,1.7,93.8,0
241585,108,6.7,106.3,1
235724,107,12.6,81.3,1
124479,8,8.4,101.9,0
54946,106,4.0,112.6,1
94500,105,7.4,102.3,1
267920,92,13.8,107.0,1
158222,11,8.6,98.9,0
225694,21,1.5,98.6,0
92452,65,3.6,110.4,1
183893,85,11.3,97.2,1
142246,114,11.7,85.9,1
287790,114,4.9,83.6,1
143615,39,12.7,94.0,0
75321,108,5.1,80.4,0
93288,120,13.2,110.2,1
133645,100,9.4,94.0,0
264027,83,6.0,99.8,1
268031,117,5.1,103.0,1
155162,18,14.0,110.7,1
88306,30,2.2,83.2,0
14770,46,2.6,83.0,0
247017,84,4.0,93.9,0
78653,54,2.7,83.5,0
73763,26,11.5,109.9,1
231844,50,2.8,86.4,0
31420,25,5.3,99.8,0
175438,29,12.0,92.9,0
215981,76,7.8,109.9,1
57118,40,9.4,114.2,0
190762,102,1.8,113.6,1
219167,15,8.5,99.8,0
294803,15,7.6,103.0,1
299910,56,7.8,106.9,1
188068,88,9.8,84.0,1
287899,113,9.8,107.1,1
129702,29,2.0,82.5,0
69337,95,4.7,84.3,0
53913,60,7.7,108.5,1
152610,30,13.1,104.1,1
211202,104,10.5,106.7,1
270592,111,10.3,89.6,1
140374,101,2.3,110.4,1
161541,20,1.0,91.1,0
129734,50,14.0,86.7,0
292352,39,7.2,94.4,0
212507,105,1.7,93.4,1
154915,88,9.5,93.2,1
282652,98,2.3,89.4,0
203372,13,12.9,88.9,0
154462,72,9.2,82.3,0
27727,56,2.8,90.8,0
161984,67,10.0,110.8,1
16186,61,4.1,89.8,0
204539,70,13.9,100.4,1
11198,75,5.2,98.4,0
70695,80,1.2,96.7,0
11667,55,11.2,106.6,1
283269,113,6.9,104.8,1
281456,30,7.7,104.2,1
137292,11,2.9,112.1,1
218836,60,11.8,94.8,0
219288,29,3.2,114.2,1
185550,6,10.5,107.2,1
54054,19,10.7,97.6,0
205369,111,9.3,106.4,1
25941,31,2.1,88.1,0
207917,73,12.8,92.1,1
190074,85,10.2,111.2,1
180276,64,6.0,108.3,1
17625,107,7.3,108.2,1
70163,76,4.1,80.6,0
33459,75,13.7,94.3,1
120046,36,6.8,107.2,0
196916,59,8.2,90.7,0
212785,92,10.7,81.1,1
51320,13,8.6,104.8,1
170027,18,9.7,81.1,0
64953,28,2.6,112.5,1
258699,24,7.9,98.5,0
280349,17,13.5,84.9,0
122277,109,12.8,82.5,1
31898,39,1.6,110.0,1
282643,50,9.1,111.0,1
233554,7,10.9,107.5,1
37504,27,13.0,113.0,1
232317,117,8.5,100.0,0
138177,29,7.0,92.6,0
128117,94,2.1,87.3,0
147500,55,7.5,111.5,0
214489,84,9.4,92.1,0
109040,82,9.8,88.9,0
42086,81,9.9,97.4,0
127190,23,13.6,88.1,0
213256,40,7.5,106.9,1
175056,51,6.1,81.6,0
122803,104,1.3,92.2,0
221798,73,13.2,98.6,1
25273,77,8.0,86.9,0
199680,64,11.1,84.6,1
110655,21,2.0,100.1,0
13544,49,10.1,113.0,1
291045,113,13.9,82.7,1
24376,15,11.3,91.8,0
106732,29,11.0,110.4,1
75337,56,7.7,114.0,1
279485,10,6.4,101.2,0
190555,100,12.5,99.8,1
290004,120,6.4,90.4,0
289134,44,10.2,114.3,1
